seed,locations,num_uavs,num_customers,num_obstacles,route,assignments,makespan,collisions_obstacle,collision_uavs
16850502,"[[5000 5000]
 [4750 7009]
 [5303 2750]
 [3000 3554]
 [4322 6500]
 [3250 5419]
 [3813 3000]
 [8250 4174]
 [2758 2750]
 [3000 3779]
 [5846 1500]
 [3250 8047]
 [7714 8000]
 [2000 5299]
 [4233 3750]
 [7500 7500]
 [4634 3250]
 [5250 6834]
 [2310 3000]
 [2250 6425]
 [2620 7500]
 [2250 3970]
 [6604 3500]
 [1500 5842]
 [2312 7250]
 [7250 2191]
 [7772 2000]
 [1750 5250]
 [7370 5750]
 [7000 1604]
 [8043 2500]
 [1750 4908]
 [3001 1750]
 [8250 8116]
 [6053 2250]
 [1750 6662]
 [4911 2750]
 [7500 6449]
 [4964 6500]
 [7250 5090]
 [2649 7500]]",Num of UAV_0: 1 Num of UAV_1: 1,40,30,"[0, 39, 28, 37, 17, 1, 4, 5, 9, 3, 21, 18, 8, 6, 16, 36, 2, 0]","{(0, 0): (0, 39), (0, 37): (26, 17), (0, 4): (13, 5), (0, 2): (18, 0), (0, 28): (8, 37), (0, 3): (20, 21), (0, 8): (25, 6), (0, 17): (31, 1), (0, 6): (7, 16), (0, 5): (16, 3), (0, 21): (24, 8), (0, 16): (15, 2), (1, 1): (4, 4), (1, 6): (19, 16), (1, 39): (23, 28), (1, 28): (5, 37), (1, 16): (22, 36), (1, 17): (33, 1), (1, 3): (17, 21), (1, 21): (28, 18), (1, 8): (3, 6), (1, 36): (27, 2), (1, 18): (12, 8), (1, 9): (6, 3)}",2136,9,6
17181969,"[[5000 5000]
 [4000 4706]
 [6962 6750]
 [2250 5951]
 [2162 3500]
 [7750 2354]
 [3327 4500]
 [7750 4114]
 [2525 3250]
 [6750 8091]
 [6167 4500]
 [5000 3010]
 [2630 3000]
 [4500 6817]
 [3731 6000]
 [7500 5601]
 [3849 7500]
 [3500 4244]
 [3842 3500]
 [6250 6869]
 [1820 1500]
 [2000 5661]
 [5357 4250]
 [2500 5287]
 [2914 8250]
 [6500 5919]
 [7181 4750]
 [1500 2090]
 [6316 1750]
 [1500 8339]
 [7598 6500]
 [3500 3250]
 [3770 3000]
 [2750 4670]
 [7861 4750]
 [2500 6530]
 [7799 2500]
 [4750 6234]
 [2979 5500]
 [1500 5057]
 [8440 5000]]",Num of UAV_0: 1 Num of UAV_1: 1,40,30,"[0, 1, 6, 33, 23, 3, 21, 4, 8, 32, 11, 36, 5, 7, 26, 2, 25, 0]","{(0, 25): (23, 0), (0, 2): (8, 25), (0, 7): (33, 26), (0, 5): (27, 7), (0, 21): (7, 4), (0, 32): (24, 11), (0, 4): (5, 8), (0, 26): (3, 2), (0, 0): (30, 1), (0, 8): (11, 32), (0, 33): (31, 23), (0, 6): (10, 33), (0, 1): (15, 6), (1, 23): (22, 3), (1, 2): (2, 25), (1, 0): (17, 1), (1, 32): (13, 11), (1, 7): (12, 26), (1, 8): (21, 32), (1, 4): (20, 8), (1, 33): (9, 23), (1, 3): (28, 21), (1, 6): (32, 33), (1, 1): (6, 6)}",2145,14,34
17395188,"[[5000 5000]
 [3250 4379]
 [4261 3750]
 [7250 4350]
 [4425 6000]
 [3500 2795]
 [6354 5750]
 [5000 4362]
 [3017 6000]
 [8000 3727]
 [7192 7500]
 [4750 4235]
 [6188 7000]
 [7750 5227]
 [4228 8000]
 [6500 5375]
 [8421 5250]
 [4500 4950]
 [8312 6500]
 [5750 4849]
 [5172 2500]
 [1750 3393]
 [3839 5250]
 [3500 5313]
 [6349 7500]
 [1500 6820]
 [2800 5250]
 [4000 2188]
 [2347 5750]
 [3000 5455]
 [2290 8250]
 [7500 7178]
 [4281 5250]
 [1750 7316]
 [4027 7250]
 [1750 3122]
 [3156 3000]
 [5250 6621]
 [2262 5500]
 [2250 2508]
 [1763 6750]]",Num of UAV_0: 1 Num of UAV_1: 1,40,30,"[0, 19, 6, 15, 13, 3, 11, 2, 5, 36, 1, 26, 23, 22, 4, 0]","{(0, 15): (9, 13), (0, 13): (2, 3), (0, 36): (28, 1), (0, 2): (32, 5), (0, 1): (21, 26), (0, 4): (27, 0), (0, 26): (31, 23), (0, 22): (1, 4), (0, 3): (13, 11), (0, 19): (30, 6), (0, 23): (25, 22), (0, 0): (10, 19), (0, 11): (0, 2), (1, 4): (23, 0), (1, 19): (11, 6), (1, 22): (18, 4), (1, 1): (26, 26), (1, 13): (3, 3), (1, 15): (24, 13), (1, 36): (33, 1), (1, 26): (7, 23), (1, 5): (20, 36), (1, 11): (14, 2), (1, 0): (17, 19), (1, 6): (5, 15), (1, 23): (22, 22)}",1709,9,60
18464482,"[[5000 5000]
 [6250 7868]
 [2998 5250]
 [4000 5381]
 [3149 5750]
 [6000 6341]
 [4139 5250]
 [3000 2374]
 [4789 3500]
 [3250 3004]
 [3920 4750]
 [4250 1572]
 [8082 6500]
 [4250 2844]
 [5846 4000]
 [2750 7107]
 [6391 4500]
 [4250 1849]
 [8173 7750]
 [8250 8333]
 [7812 1750]
 [4250 3750]
 [5231 5750]
 [7500 5455]
 [2356 6000]
 [3000 2161]
 [5806 6500]
 [3500 2933]
 [6590 6500]
 [3250 3859]
 [2858 2250]
 [5000 4276]
 [7685 7750]
 [5500 3447]
 [6619 4500]
 [2250 7392]
 [8086 4750]
 [1500 1817]
 [3048 1500]
 [1500 4416]
 [4210 5500]]",Num of UAV_0: 1 Num of UAV_1: 1,40,30,"[0, 22, 5, 1, 16, 14, 33, 8, 21, 29, 2, 4, 3, 6, 10, 31, 0]","{(0, 5): (11, 1), (0, 21): (0, 29), (0, 8): (10, 21), (0, 4): (17, 3), (0, 22): (21, 5), (0, 10): (2, 31), (0, 0): (19, 22), (0, 16): (27, 14), (0, 33): (6, 8), (0, 3): (33, 6), (0, 29): (32, 4), (1, 22): (12, 5), (1, 29): (30, 2), (1, 0): (25, 22), (1, 16): (13, 14), (1, 14): (5, 33), (1, 10): (29, 31), (1, 21): (31, 29), (1, 8): (4, 21), (1, 4): (28, 3), (1, 2): (8, 4), (1, 31): (16, 0), (1, 33): (18, 8), (1, 6): (23, 10), (1, 3): (20, 6)}",1971,20,18
18525533,"[[5000 5000]
 [2500 7226]
 [6626 6000]
 [7750 3046]
 [4997 6000]
 [6500 5738]
 [6338 5250]
 [6250 5307]
 [8428 6500]
 [2500 7031]
 [8058 3000]
 [3000 7174]
 [5268 7750]
 [2000 4675]
 [4984 8000]
 [6500 4862]
 [2082 3000]
 [2250 7702]
 [7554 4250]
 [5750 6998]
 [1657 4250]
 [2250 6386]
 [8212 5750]
 [7000 7648]
 [6955 1750]
 [4500 4481]
 [6273 4750]
 [2750 5175]
 [6434 6500]
 [5000 6009]
 [5466 6750]
 [8000 3135]
 [7317 3500]
 [3750 6444]
 [5207 4000]
 [7000 8239]
 [6144 7000]
 [5000 4789]
 [7733 4750]
 [2500 6688]
 [6811 3000]]",Num of UAV_0: 1 Num of UAV_1: 1,40,30,"[0, 4, 29, 33, 39, 9, 1, 11, 19, 36, 28, 2, 5, 6, 18, 3, 32, 34, 0]","{(0, 6): (3, 18), (0, 3): (24, 32), (0, 18): (33, 3), (0, 11): (20, 19), (0, 32): (31, 34), (0, 5): (8, 6), (0, 29): (7, 33), (0, 2): (0, 5), (0, 34): (18, 0), (0, 36): (23, 28), (0, 0): (30, 4), (1, 33): (9, 39), (1, 3): (17, 32), (1, 34): (13, 0), (1, 0): (6, 4), (1, 1): (10, 11), (1, 36): (28, 28), (1, 39): (14, 9), (1, 18): (1, 3), (1, 28): (16, 2), (1, 5): (15, 6), (1, 2): (19, 5), (1, 19): (5, 36)}",1750,12,16
18930197,"[[5000 5000]
 [6250 3436]
 [6010 5750]
 [2750 7597]
 [2037 6000]
 [5500 6231]
 [2821 2750]
 [4000 8302]
 [8368 2750]
 [4750 4963]
 [5665 1500]
 [3750 4296]
 [5714 5000]
 [1500 6998]
 [4889 5500]
 [2250 3973]
 [6035 2000]
 [7250 7185]
 [5800 5000]
 [3000 1714]
 [3712 4000]
 [4750 2195]
 [7797 3250]
 [6250 6747]
 [5235 7250]
 [7000 4864]
 [3064 5750]
 [8000 7011]
 [8062 5750]
 [7250 3313]
 [4346 8000]
 [3500 5219]
 [1908 7750]
 [3750 8380]
 [2103 4500]
 [2750 3910]
 [1590 6750]
 [6500 2267]
 [3170 6750]
 [4250 6001]
 [7733 3250]]",Num of UAV_0: 1 Num of UAV_1: 1,40,30,"[0, 18, 1, 16, 21, 6, 35, 15, 34, 4, 36, 32, 3, 30, 24, 5, 2, 14, 0]","{(0, 1): (3, 16), (0, 18): (30, 1), (0, 5): (16, 2), (0, 4): (6, 36), (0, 0): (5, 18), (0, 2): (32, 14), (0, 14): (2, 0), (0, 34): (24, 4), (1, 16): (1, 21), (1, 24): (20, 5), (1, 1): (33, 16), (1, 2): (15, 14), (1, 5): (10, 2), (1, 34): (12, 4), (1, 30): (21, 24), (1, 0): (22, 18), (1, 14): (18, 0), (1, 4): (26, 36), (1, 32): (0, 3), (1, 36): (31, 32), (1, 15): (13, 34), (1, 6): (19, 35), (1, 35): (4, 15)}",2046,9,32
1098222,"[[5000 5000]
 [5000 4391]
 [6203 7000]
 [4500 7300]
 [7062 7000]
 [3250 5409]
 [3098 7000]
 [2250 7769]
 [2962 7000]
 [2250 4264]
 [3406 8250]
 [2250 1969]
 [3900 4500]
 [6750 2741]
 [7032 4500]
 [8000 3141]
 [2934 1750]
 [8250 7982]
 [2698 5500]
 [5250 5744]
 [5467 2750]
 [3500 6956]
 [3615 2250]
 [4750 7028]
 [6546 3250]
 [2000 4884]
 [4650 3250]
 [3000 4230]
 [2719 4250]
 [5500 4071]
 [6337 4500]
 [6000 7281]
 [3938 4250]
 [4500 3825]
 [8313 5750]
 [3500 2581]
 [5768 8000]
 [6750 1985]
 [7073 4500]
 [1500 3713]
 [2562 5250]]",Num of UAV_0: 2 Num of UAV_1: 2,40,0,"[0, 30, 14, 38, 4, 2, 31, 3, 21, 6, 5, 27, 32, 1, 0]","{(0, 5): (2, 27), (0, 38): (27, 4), (0, 0): (17, 30), (0, 6): (33, 5), (0, 21): (1, 6), (0, 27): (5, 32), (1, 5): (11, 27), (1, 38): (22, 4), (1, 0): (26, 30), (2, 5): (9, 27), (2, 32): (30, 1), (2, 27): (32, 32), (2, 30): (8, 14), (2, 4): (10, 2), (2, 31): (0, 3), (2, 3): (18, 21), (2, 1): (13, 0), (2, 2): (29, 31), (3, 5): (4, 27), (3, 27): (15, 32), (3, 32): (28, 1), (3, 30): (6, 14), (3, 31): (3, 3), (3, 3): (21, 21), (3, 1): (19, 0), (3, 4): (16, 2), (3, 2): (12, 31)}",1454,0,146
3234108,"[[5000 5000]
 [7250 2957]
 [4945 4250]
 [4500 2980]
 [5562 5750]
 [5500 3016]
 [6007 4250]
 [5500 8083]
 [7210 4500]
 [5500 5361]
 [3843 6500]
 [7000 7530]
 [4233 4250]
 [2750 4144]
 [6100 3750]
 [7500 3265]
 [7691 4750]
 [2000 5652]
 [2202 4750]
 [3750 5516]
 [4174 5000]
 [2000 1996]
 [7087 1750]
 [2000 6727]
 [8367 2250]
 [4500 4431]
 [3275 6750]
 [7250 5264]
 [6370 4000]
 [5750 2349]
 [5479 7500]
 [3250 4976]
 [4351 3750]
 [7000 4972]
 [7158 4000]
 [7250 4709]
 [5585 1750]
 [6750 7501]
 [3227 8250]
 [4500 3453]
 [1905 6500]]",Num of UAV_0: 2 Num of UAV_1: 2,40,0,"[0, 2, 6, 28, 34, 1, 5, 3, 39, 32, 20, 19, 4, 0]","{(0, 19): (23, 4), (0, 20): (24, 19), (0, 28): (1, 34), (0, 1): (22, 5), (0, 2): (18, 6), (0, 4): (2, 0), (1, 19): (19, 4), (1, 1): (29, 5), (1, 28): (7, 34), (2, 4): (31, 0), (2, 2): (4, 6), (2, 32): (16, 20), (2, 5): (14, 3), (2, 20): (10, 19), (2, 34): (17, 1), (2, 0): (3, 2), (2, 28): (8, 34), (2, 6): (28, 28), (2, 3): (5, 39), (3, 4): (0, 0), (3, 32): (33, 20), (3, 2): (30, 6), (3, 20): (11, 19), (3, 5): (15, 3), (3, 0): (6, 2), (3, 28): (9, 34), (3, 34): (20, 1), (3, 6): (26, 28)}",1306,0,124
4792065,"[[5000 5000]
 [3500 5952]
 [2765 3500]
 [5250 4847]
 [5049 3500]
 [5000 7767]
 [4066 7250]
 [4000 8236]
 [4791 5750]
 [6000 4596]
 [2560 6000]
 [6250 2170]
 [6245 3000]
 [5000 2048]
 [2560 5500]
 [6250 3319]
 [5217 8000]
 [3750 4489]
 [8326 6000]
 [7750 5525]
 [6794 5250]
 [5000 4605]
 [8214 7500]
 [6750 2222]
 [3746 8250]
 [4250 4087]
 [2180 6750]
 [3000 2428]
 [4948 2750]
 [5000 3653]
 [3122 3500]
 [7500 2949]
 [7455 7250]
 [3750 5295]
 [8098 2500]
 [2500 2883]
 [3615 8250]
 [2250 4653]
 [8425 1500]
 [3250 4810]
 [2576 6750]]",Num of UAV_0: 2 Num of UAV_1: 2,40,0,"[0, 5, 6, 1, 2, 30, 4, 12, 11, 15, 9, 3, 0]","{(0, 6): (17, 1), (0, 5): (0, 6), (0, 0): (33, 5), (0, 30): (20, 4), (0, 12): (16, 11), (0, 15): (13, 9), (0, 9): (1, 3), (0, 4): (18, 12), (0, 3): (14, 0), (1, 6): (29, 1), (1, 5): (9, 6), (1, 0): (3, 5), (1, 30): (6, 4), (1, 15): (22, 9), (1, 9): (26, 0), (2, 5): (15, 6), (2, 15): (11, 9), (2, 11): (31, 15), (2, 2): (28, 30), (2, 9): (12, 3), (2, 12): (27, 11), (2, 3): (32, 0), (3, 5): (19, 6), (3, 15): (25, 9), (3, 2): (30, 30), (3, 12): (24, 11), (3, 9): (7, 3), (3, 11): (21, 15), (3, 3): (10, 0)}",1630,0,194
5541347,"[[5000 5000]
 [6500 6549]
 [3126 5500]
 [6000 6251]
 [7052 2750]
 [4500 3941]
 [6146 4500]
 [2750 4162]
 [1727 7000]
 [4500 4763]
 [6616 5500]
 [2750 5041]
 [6710 4250]
 [6500 4867]
 [7069 1500]
 [2500 7296]
 [1543 2000]
 [5250 6652]
 [2197 5500]
 [5750 2471]
 [5837 2500]
 [7750 8225]
 [2261 5500]
 [6750 6271]
 [1748 1750]
 [3000 4823]
 [1745 6000]
 [3000 7056]
 [2946 8250]
 [8000 3312]
 [6652 3750]
 [6500 2885]
 [3895 1750]
 [7250 8089]
 [5755 5000]
 [5750 6526]
 [5754 3000]
 [7750 3890]
 [4954 4000]
 [6500 4792]
 [5101 4250]]",Num of UAV_0: 2 Num of UAV_1: 2,40,0,"[0, 2, 25, 9, 5, 32, 19, 20, 4, 30, 6, 3, 1, 17, 0]","{(0, 0): (8, 2), (0, 25): (15, 9), (0, 20): (7, 4), (0, 4): (22, 30), (0, 5): (4, 32), (0, 17): (16, 0), (0, 30): (32, 6), (0, 6): (5, 3), (1, 0): (11, 2), (1, 4): (30, 30), (1, 5): (24, 32), (1, 17): (3, 0), (1, 20): (29, 4), (1, 30): (27, 6), (1, 6): (31, 3), (1, 25): (33, 9), (2, 25): (9, 9), (2, 1): (14, 17), (2, 2): (1, 25), (2, 3): (26, 1), (2, 9): (20, 5), (2, 30): (28, 6), (3, 25): (17, 9), (3, 1): (21, 17), (3, 2): (19, 25), (3, 9): (0, 5), (3, 3): (6, 1)}",1883,0,250
6326915,"[[5000 5000]
 [3500 7776]
 [4222 6250]
 [6750 4113]
 [5283 2250]
 [7000 3154]
 [3995 3000]
 [2000 5324]
 [2811 8000]
 [6500 4362]
 [2765 8000]
 [2250 3808]
 [7276 2000]
 [3500 1808]
 [7528 3750]
 [3250 4877]
 [7954 3000]
 [3250 8050]
 [5711 8000]
 [5250 1748]
 [7658 2500]
 [5250 1537]
 [4665 7500]
 [5000 4697]
 [3565 7000]
 [2500 8287]
 [5341 1750]
 [3000 3761]
 [4218 8000]
 [2750 4482]
 [6313 6000]
 [3250 3428]
 [4482 7250]
 [6250 6019]
 [7555 7250]
 [2000 4782]
 [3946 2250]
 [4500 6504]
 [1501 5000]
 [4750 1878]
 [7666 4250]]",Num of UAV_0: 2 Num of UAV_1: 2,40,0,"[0, 23, 9, 3, 5, 4, 36, 6, 31, 15, 1, 24, 2, 0]","{(0, 1): (10, 24), (0, 2): (11, 0), (0, 24): (21, 2), (0, 31): (4, 15), (0, 4): (6, 36), (0, 23): (23, 9), (0, 6): (22, 31), (1, 2): (15, 0), (1, 31): (28, 15), (1, 23): (26, 9), (1, 24): (30, 2), (1, 6): (20, 31), (2, 1): (18, 24), (2, 24): (27, 2), (2, 3): (9, 5), (2, 4): (13, 36), (2, 31): (25, 15), (2, 6): (31, 31), (2, 9): (33, 3), (2, 36): (12, 6), (3, 1): (3, 24), (3, 24): (1, 2), (3, 4): (5, 36), (3, 6): (0, 31), (3, 9): (7, 3), (3, 31): (14, 15), (3, 36): (19, 6), (3, 3): (32, 5)}",1623,0,160
7114942,"[[5000 5000]
 [3000 4433]
 [4899 3500]
 [4250 2787]
 [2139 4500]
 [5250 6233]
 [2254 5500]
 [3500 6685]
 [6755 6250]
 [5500 6357]
 [6893 7500]
 [1500 4374]
 [2557 7750]
 [4750 7904]
 [8393 7250]
 [5750 1777]
 [5430 8000]
 [8000 2728]
 [4671 5250]
 [4250 1685]
 [4203 6750]
 [8000 5829]
 [8169 5000]
 [7250 5700]
 [7498 5750]
 [2250 8095]
 [4475 6250]
 [8000 6795]
 [5797 3500]
 [8000 1691]
 [8444 7500]
 [1500 7468]
 [5972 1750]
 [4750 1575]
 [2735 4750]
 [5500 2960]
 [7232 7500]
 [5750 3723]
 [7390 3500]
 [3500 7144]
 [2466 2500]]",Num of UAV_0: 2 Num of UAV_1: 2,40,0,"[0, 2, 35, 3, 1, 4, 6, 26, 9, 8, 5, 0]","{(0, 6): (18, 26), (0, 3): (8, 1), (0, 4): (4, 6), (0, 8): (17, 5), (0, 9): (16, 8), (0, 26): (13, 9), (0, 35): (21, 3), (0, 0): (11, 2), (1, 3): (12, 1), (1, 6): (6, 26), (1, 35): (30, 3), (1, 4): (27, 6), (2, 35): (22, 3), (2, 4): (24, 6), (2, 9): (7, 8), (2, 5): (20, 0), (2, 2): (25, 35), (2, 0): (3, 2), (2, 8): (14, 5), (2, 26): (29, 9), (2, 1): (32, 4), (3, 35): (10, 3), (3, 9): (23, 8), (3, 2): (26, 35), (3, 5): (5, 0), (3, 0): (9, 2), (3, 8): (15, 5), (3, 26): (31, 9), (3, 4): (33, 6), (3, 1): (0, 4)}",1591,0,212
7543240,"[[5000 5000]
 [4000 6963]
 [7386 7250]
 [4750 2304]
 [7964 6250]
 [3750 2482]
 [2462 3250]
 [6000 2319]
 [1542 5500]
 [5250 7423]
 [7160 4250]
 [7000 2039]
 [6171 5500]
 [3000 3313]
 [2131 5750]
 [2500 2510]
 [3246 7250]
 [7750 1775]
 [7600 3250]
 [5750 6153]
 [1837 3500]
 [5000 6499]
 [8334 2000]
 [6750 7760]
 [5096 8250]
 [7750 3981]
 [4905 7250]
 [6750 3431]
 [7795 6750]
 [2250 3237]
 [4978 3500]
 [3000 6437]
 [4030 2000]
 [5000 2321]
 [3622 3500]
 [4000 5483]
 [2193 6500]
 [3250 4363]
 [6660 5000]
 [4250 1829]
 [7188 4000]]",Num of UAV_0: 2 Num of UAV_1: 2,40,0,"[0, 35, 1, 26, 2, 28, 4, 25, 18, 7, 3, 5, 15, 6, 13, 30, 0]","{(0, 35): (24, 1), (0, 1): (2, 26), (0, 13): (13, 30), (0, 0): (14, 35), (0, 25): (33, 18), (0, 7): (32, 3), (0, 3): (26, 5), (0, 5): (27, 15), (1, 25): (3, 18), (2, 7): (15, 3), (2, 25): (10, 18), (2, 30): (9, 0), (2, 3): (4, 5), (2, 0): (17, 35), (2, 35): (16, 1), (2, 1): (7, 26), (2, 2): (12, 28), (2, 15): (25, 6), (3, 30): (29, 0), (3, 0): (1, 35), (3, 35): (22, 1), (3, 3): (20, 5), (3, 7): (31, 3), (3, 15): (30, 6), (3, 2): (5, 28)}",2066,0,112
7705580,"[[5000 5000]
 [5500 2188]
 [5318 7750]
 [5000 6066]
 [2732 2750]
 [6000 5713]
 [3861 3500]
 [4500 2466]
 [4665 6250]
 [4500 1602]
 [5523 5750]
 [5000 8473]
 [2156 5500]
 [2000 1889]
 [6917 7500]
 [5000 5584]
 [8053 6250]
 [6000 6794]
 [3297 5500]
 [6000 6843]
 [2756 7500]
 [1500 6979]
 [5948 8250]
 [8250 3915]
 [6919 4250]
 [2500 1720]
 [2680 5500]
 [4250 3963]
 [4311 7500]
 [7000 3888]
 [2938 3500]
 [2250 6084]
 [3461 6000]
 [5750 1518]
 [4638 6000]
 [1750 2120]
 [3727 1500]
 [5250 6092]
 [6551 4250]
 [4500 5580]
 [3541 2000]]",Num of UAV_0: 2 Num of UAV_1: 2,40,0,"[0, 1, 7, 4, 30, 6, 18, 39, 3, 37, 2, 10, 5, 15, 0]","{(0, 1): (26, 7), (0, 6): (33, 18), (0, 37): (4, 2), (0, 2): (7, 10), (0, 18): (19, 39), (0, 5): (1, 15), (0, 7): (20, 4), (1, 37): (15, 2), (1, 6): (5, 18), (1, 18): (25, 39), (2, 5): (16, 15), (2, 1): (6, 7), (2, 18): (14, 39), (2, 30): (28, 6), (2, 4): (29, 30), (2, 10): (10, 5), (2, 39): (21, 3), (2, 15): (17, 0), (2, 3): (27, 37), (3, 30): (18, 6), (3, 4): (2, 30), (3, 5): (9, 15), (3, 18): (13, 39), (3, 10): (12, 5), (3, 1): (22, 7), (3, 15): (31, 0), (3, 39): (24, 37)}",1751,0,130
7990145,"[[5000 5000]
 [7250 2095]
 [4833 4000]
 [4500 7889]
 [7853 4250]
 [3500 6181]
 [7504 5000]
 [5500 1953]
 [3645 3000]
 [7250 5056]
 [6070 6500]
 [3000 1967]
 [4040 3250]
 [5000 2416]
 [4329 6250]
 [1750 6611]
 [2721 6250]
 [5750 1627]
 [4363 5000]
 [4500 4955]
 [2551 3750]
 [6250 6765]
 [5987 5000]
 [7500 3194]
 [2180 5500]
 [3000 5349]
 [3295 4500]
 [8000 7043]
 [2796 6500]
 [3500 3443]
 [5918 2500]
 [4250 2653]
 [7754 6250]
 [5500 1960]
 [6593 3250]
 [6500 6855]
 [7826 4750]
 [3500 3599]
 [4514 6750]
 [4250 7437]
 [8195 5750]]",Num of UAV_0: 2 Num of UAV_1: 2,40,0,"[0, 38, 3, 39, 5, 18, 19, 2, 13, 1, 23, 4, 6, 22, 0]","{(0, 2): (1, 13), (0, 5): (17, 18), (0, 0): (9, 38), (0, 13): (5, 1), (0, 38): (7, 3), (0, 23): (27, 4), (0, 4): (2, 6), (1, 0): (21, 38), (1, 2): (22, 13), (1, 5): (19, 18), (1, 13): (23, 1), (2, 19): (4, 2), (2, 38): (8, 3), (2, 23): (20, 4), (2, 6): (10, 22), (2, 1): (33, 23), (2, 22): (30, 0), (2, 4): (25, 6), (2, 3): (3, 39), (3, 19): (13, 2), (3, 6): (0, 22), (3, 23): (26, 4), (3, 22): (29, 0), (3, 1): (24, 23), (3, 38): (18, 3), (3, 4): (28, 6), (3, 3): (14, 39)}",1798,0,200
8804192,"[[5000 5000]
 [7500 7213]
 [5772 5750]
 [6500 6820]
 [6930 2000]
 [6000 4267]
 [7410 2250]
 [4250 6100]
 [1576 3750]
 [6250 7110]
 [6075 3750]
 [8000 4009]
 [4139 4500]
 [1500 2860]
 [5498 4000]
 [7250 3021]
 [4471 4750]
 [6000 7496]
 [1674 8000]
 [3250 3021]
 [2998 2500]
 [3000 5900]
 [2289 2750]
 [3500 2386]
 [3183 4250]
 [3000 8462]
 [4387 5250]
 [1750 4479]
 [3467 6750]
 [6500 1975]
 [2842 8250]
 [2250 2311]
 [2765 7500]
 [8250 6883]
 [3085 6500]
 [7500 4295]
 [8028 6250]
 [6000 1784]
 [4164 2250]
 [4750 7762]
 [2890 8000]]",Num of UAV_0: 2 Num of UAV_1: 2,40,0,"[0, 14, 5, 10, 29, 4, 6, 15, 35, 1, 3, 2, 7, 21, 24, 12, 0]","{(0, 21): (15, 24), (0, 1): (26, 3), (0, 35): (10, 1), (0, 24): (12, 12), (0, 7): (27, 21), (0, 2): (21, 7), (1, 21): (20, 24), (1, 1): (29, 3), (1, 24): (19, 12), (1, 2): (9, 7), (2, 7): (11, 21), (2, 12): (23, 0), (2, 24): (6, 12), (2, 0): (24, 14), (2, 14): (13, 5), (2, 1): (32, 3), (2, 15): (2, 35), (2, 29): (30, 4), (3, 7): (18, 21), (3, 12): (1, 0), (3, 24): (33, 12), (3, 0): (25, 14), (3, 14): (16, 5), (3, 15): (31, 35), (3, 1): (4, 3)}",2013,0,120
10355069,"[[5000 5000]
 [5250 6038]
 [3574 3000]
 [6250 7306]
 [6710 3250]
 [4500 4930]
 [7365 7250]
 [4250 5558]
 [8403 6750]
 [5000 2432]
 [3595 2250]
 [4250 6883]
 [8385 3000]
 [5500 1578]
 [2355 5250]
 [1500 3441]
 [3395 7250]
 [3500 5390]
 [3015 6250]
 [3000 5676]
 [1801 7000]
 [4500 7421]
 [4986 1500]
 [3250 7855]
 [1918 5500]
 [5250 4051]
 [7535 2750]
 [7750 2184]
 [2470 1750]
 [6250 4061]
 [4333 6000]
 [5500 2294]
 [2950 6500]
 [2750 7359]
 [3335 8000]
 [4750 8122]
 [3684 3500]
 [1500 3632]
 [3737 1500]
 [6000 1605]
 [4150 7750]]",Num of UAV_0: 2 Num of UAV_1: 2,40,0,"[0, 5, 7, 17, 36, 2, 10, 9, 31, 4, 29, 6, 3, 1, 0]","{(0, 31): (19, 4), (0, 3): (14, 1), (0, 17): (17, 36), (0, 10): (6, 9), (0, 7): (12, 17), (1, 3): (33, 1), (1, 17): (11, 36), (1, 10): (31, 9), (1, 31): (18, 4), (2, 4): (5, 29), (2, 6): (1, 3), (2, 7): (13, 17), (2, 10): (20, 9), (2, 1): (26, 0), (2, 2): (30, 10), (2, 5): (9, 7), (2, 9): (32, 31), (2, 0): (4, 5), (2, 36): (7, 2), (3, 1): (16, 0), (3, 7): (27, 17), (3, 10): (8, 9), (3, 6): (28, 3), (3, 2): (21, 10), (3, 4): (15, 29), (3, 5): (25, 7), (3, 0): (23, 5)}",1858,0,164
