seed,locations,num_uavs,num_customers,num_obstacles,route,assignments,makespan,collisions_obstacle,collision_uavs
7114942,"[[5000 5000]
 [3000 4433]
 [4899 3500]
 [4250 2787]
 [2139 4500]
 [5250 6233]
 [2254 5500]
 [3500 6685]
 [6755 6250]
 [5500 6357]
 [6893 7500]
 [1500 4374]
 [2557 7750]
 [4750 7904]
 [8393 7250]
 [5750 1777]
 [5430 8000]
 [8000 2728]
 [4671 5250]
 [4250 1685]
 [4203 6750]
 [8000 5829]
 [8169 5000]
 [7250 5700]
 [7498 5750]
 [2250 8095]
 [4475 6250]
 [8000 6795]
 [5797 3500]
 [8000 1691]
 [8444 7500]
 [1500 7468]
 [5972 1750]
 [4750 1575]
 [2735 4750]
 [5500 2960]
 [7232 7500]
 [5750 3723]
 [7390 3500]
 [3500 7144]
 [2466 2500]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 5, 9, 8, 10, 36, 27, 21, 22, 17, 29, 32, 15, 33, 19, 3, 2, 48, 1, 4, 6, 0]","{(1, 3): (0, 2), (1, 4): (4, 6), (1, 0): (5, 5), (1, 36): (6, 27), (1, 21): (7, 22), (1, 8): (9, 10), (1, 19): (11, 3), (1, 9): (13, 8), (0, 21): (16, 22), (1, 27): (17, 21), (1, 6): (18, 0), (1, 2): (19, 48), (1, 17): (21, 29), (1, 22): (23, 17), (0, 0): (27, 5), (1, 1): (28, 4), (1, 29): (30, 32), (0, 22): (31, 17), (0, 6): (32, 0), (1, 48): (33, 1), (1, 5): (24, 9)}",2687,3,78
7543240,"[[5000 5000]
 [4000 6963]
 [7386 7250]
 [4750 2304]
 [7964 6250]
 [3750 2482]
 [2462 3250]
 [6000 2319]
 [1542 5500]
 [5250 7423]
 [7160 4250]
 [7000 2039]
 [6171 5500]
 [3000 3313]
 [2131 5750]
 [2500 2510]
 [3246 7250]
 [7750 1775]
 [7600 3250]
 [5750 6153]
 [1837 3500]
 [5000 6499]
 [8334 2000]
 [6750 7760]
 [5096 8250]
 [7750 3981]
 [4905 7250]
 [6750 3431]
 [7795 6750]
 [2250 3237]
 [4978 3500]
 [3000 6437]
 [4030 2000]
 [5000 2321]
 [3622 3500]
 [4000 5483]
 [2193 6500]
 [3250 4363]
 [6660 5000]
 [4250 1829]
 [7188 4000]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 30, 33, 3, 5, 61, 13, 6, 29, 14, 36, 31, 1, 26, 2, 28, 4, 25, 40, 10, 38, 0]","{(1, 3): (0, 5), (1, 14): (1, 36), (0, 26): (2, 2), (0, 10): (4, 38), (1, 30): (5, 33), (1, 5): (8, 61), (1, 36): (9, 31), (1, 38): (10, 0), (1, 10): (11, 38), (1, 31): (12, 1), (1, 61): (13, 13), (0, 0): (14, 30), (1, 4): (15, 25), (1, 0): (16, 30), (1, 1): (17, 26), (1, 26): (20, 2), (0, 61): (25, 13), (0, 29): (27, 14), (1, 29): (28, 14), (1, 13): (30, 6), (1, 33): (32, 3)}",3012,17,174
7705580,"[[5000 5000]
 [5500 2188]
 [5318 7750]
 [5000 6066]
 [2732 2750]
 [6000 5713]
 [3861 3500]
 [4500 2466]
 [4665 6250]
 [4500 1602]
 [5523 5750]
 [5000 8473]
 [2156 5500]
 [2000 1889]
 [6917 7500]
 [5000 5584]
 [8053 6250]
 [6000 6794]
 [3297 5500]
 [6000 6843]
 [2756 7500]
 [1500 6979]
 [5948 8250]
 [8250 3915]
 [6919 4250]
 [2500 1720]
 [2680 5500]
 [4250 3963]
 [4311 7500]
 [7000 3888]
 [2938 3500]
 [2250 6084]
 [3461 6000]
 [5750 1518]
 [4638 6000]
 [1750 2120]
 [3727 1500]
 [5250 6092]
 [6551 4250]
 [4500 5580]
 [3541 2000]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 6, 30, 4, 25, 66, 57, 40, 1, 29, 24, 38, 5, 17, 19, 22, 2, 28, 8, 3, 15, 0]","{(0, 1): (0, 29), (1, 6): (2, 30), (0, 0): (3, 6), (1, 28): (4, 8), (1, 25): (5, 66), (0, 40): (6, 1), (1, 22): (7, 2), (1, 38): (9, 5), (1, 5): (11, 17), (1, 2): (13, 28), (1, 0): (14, 6), (1, 1): (16, 29), (1, 4): (19, 25), (0, 38): (20, 5), (1, 19): (24, 22), (1, 30): (25, 4), (1, 40): (26, 1), (0, 2): (27, 28), (1, 57): (28, 40), (1, 66): (29, 57), (1, 15): (30, 0), (1, 3): (32, 15)}",2511,3,132
7990145,"[[5000 5000]
 [7250 2095]
 [4833 4000]
 [4500 7889]
 [7853 4250]
 [3500 6181]
 [7504 5000]
 [5500 1953]
 [3645 3000]
 [7250 5056]
 [6070 6500]
 [3000 1967]
 [4040 3250]
 [5000 2416]
 [4329 6250]
 [1750 6611]
 [2721 6250]
 [5750 1627]
 [4363 5000]
 [4500 4955]
 [2551 3750]
 [6250 6765]
 [5987 5000]
 [7500 3194]
 [2180 5500]
 [3000 5349]
 [3295 4500]
 [8000 7043]
 [2796 6500]
 [3500 3443]
 [5918 2500]
 [4250 2653]
 [7754 6250]
 [5500 1960]
 [6593 3250]
 [6500 6855]
 [7826 4750]
 [3500 3599]
 [4514 6750]
 [4250 7437]
 [8195 5750]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 3, 39, 5, 14, 38, 21, 35, 9, 6, 36, 4, 23, 1, 7, 33, 13, 31, 60, 12, 2, 0]","{(0, 12): (1, 2), (1, 2): (3, 0), (1, 1): (4, 7), (1, 39): (8, 5), (1, 14): (9, 38), (1, 33): (10, 13), (1, 23): (11, 1), (1, 13): (12, 31), (1, 12): (13, 2), (1, 5): (15, 14), (1, 38): (17, 21), (1, 35): (18, 9), (0, 0): (19, 3), (0, 35): (20, 9), (0, 38): (21, 21), (1, 0): (22, 3), (0, 33): (23, 13), (1, 4): (25, 23), (0, 1): (27, 7), (1, 60): (30, 12), (1, 9): (33, 6)}",2712,8,114
8804192,"[[5000 5000]
 [7500 7213]
 [5772 5750]
 [6500 6820]
 [6930 2000]
 [6000 4267]
 [7410 2250]
 [4250 6100]
 [1576 3750]
 [6250 7110]
 [6075 3750]
 [8000 4009]
 [4139 4500]
 [1500 2860]
 [5498 4000]
 [7250 3021]
 [4471 4750]
 [6000 7496]
 [1674 8000]
 [3250 3021]
 [2998 2500]
 [3000 5900]
 [2289 2750]
 [3500 2386]
 [3183 4250]
 [3000 8462]
 [4387 5250]
 [1750 4479]
 [3467 6750]
 [6500 1975]
 [2842 8250]
 [2250 2311]
 [2765 7500]
 [8250 6883]
 [3085 6500]
 [7500 4295]
 [8028 6250]
 [6000 1784]
 [4164 2250]
 [4750 7762]
 [2890 8000]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 14, 5, 10, 15, 6, 4, 29, 38, 23, 20, 19, 24, 34, 28, 39, 17, 9, 1, 3, 2, 0]","{(1, 9): (0, 1), (1, 19): (1, 24), (1, 1): (4, 3), (1, 39): (5, 17), (1, 29): (6, 38), (1, 15): (9, 6), (1, 28): (11, 39), (1, 20): (14, 19), (0, 19): (15, 24), (0, 39): (18, 17), (1, 3): (19, 2), (1, 24): (20, 34), (1, 2): (25, 0), (1, 10): (26, 15), (1, 14): (28, 5), (1, 0): (29, 14), (0, 24): (33, 34), (1, 17): (23, 9), (1, 23): (24, 20), (1, 5): (30, 10)}",2445,9,48
10355069,"[[5000 5000]
 [5250 6038]
 [3574 3000]
 [6250 7306]
 [6710 3250]
 [4500 4930]
 [7365 7250]
 [4250 5558]
 [8403 6750]
 [5000 2432]
 [3595 2250]
 [4250 6883]
 [8385 3000]
 [5500 1578]
 [2355 5250]
 [1500 3441]
 [3395 7250]
 [3500 5390]
 [3015 6250]
 [3000 5676]
 [1801 7000]
 [4500 7421]
 [4986 1500]
 [3250 7855]
 [1918 5500]
 [5250 4051]
 [7535 2750]
 [7750 2184]
 [2470 1750]
 [6250 4061]
 [4333 6000]
 [5500 2294]
 [2950 6500]
 [2750 7359]
 [3335 8000]
 [4750 8122]
 [3684 3500]
 [1500 3632]
 [3737 1500]
 [6000 1605]
 [4150 7750]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 1, 6, 3, 16, 32, 18, 19, 14, 42, 36, 72, 2, 10, 38, 22, 9, 4, 29, 25, 5, 0]","{(1, 18): (0, 19), (1, 6): (1, 3), (1, 42): (4, 36), (1, 4): (5, 29), (0, 38): (6, 22), (0, 14): (8, 42), (1, 29): (10, 25), (0, 19): (13, 14), (1, 19): (14, 14), (1, 0): (16, 1), (1, 16): (17, 32), (1, 38): (19, 22), (1, 25): (20, 5), (1, 14): (21, 42), (0, 0): (23, 1), (0, 9): (24, 4), (1, 32): (26, 18), (1, 3): (27, 16), (1, 1): (28, 6), (0, 42): (30, 36), (1, 9): (32, 4), (0, 1): (33, 6)}",3199,18,284
13101285,"[[5000 5000]
 [7000 2944]
 [2681 3000]
 [7500 2489]
 [4186 6250]
 [4500 7889]
 [5324 6500]
 [6500 7952]
 [6424 6750]
 [3000 8328]
 [5023 5500]
 [6000 5572]
 [4200 7750]
 [2500 2164]
 [7843 2000]
 [1500 5137]
 [1993 6500]
 [1500 6575]
 [1598 3500]
 [2000 6860]
 [7188 3750]
 [6250 2654]
 [2656 2500]
 [3500 7803]
 [7459 4500]
 [2750 2285]
 [6954 7000]
 [5250 4241]
 [3482 6000]
 [3750 5667]
 [3784 4000]
 [8000 1853]
 [2422 2500]
 [5500 8247]
 [7728 4250]
 [2250 4524]
 [7812 7000]
 [6750 7325]
 [1554 4750]
 [3250 4342]
 [4714 5250]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 10, 6, 4, 12, 5, 23, 19, 16, 17, 15, 38, 35, 57, 2, 22, 21, 1, 3, 20, 27, 0]","{(1, 10): (0, 6), (1, 3): (1, 20), (1, 6): (2, 4), (1, 27): (4, 0), (1, 57): (6, 2), (0, 20): (7, 27), (0, 57): (11, 2), (1, 22): (17, 21), (1, 17): (18, 15), (0, 6): (19, 4), (0, 4): (21, 12), (1, 38): (22, 35), (1, 21): (23, 1), (1, 20): (24, 27), (0, 22): (25, 21), (1, 5): (26, 23), (1, 4): (29, 12), (1, 23): (30, 19), (0, 38): (32, 35), (0, 10): (33, 6), (1, 0): (27, 10)}",2342,9,126
13975902,"[[5000 5000]
 [2250 6820]
 [4151 6250]
 [2000 6334]
 [3171 5500]
 [5750 6422]
 [7873 3000]
 [4250 2732]
 [7003 5250]
 [8250 3395]
 [5615 2750]
 [6000 7901]
 [5326 6750]
 [6750 2903]
 [3911 8000]
 [8000 1961]
 [6874 6000]
 [3750 7430]
 [5464 7500]
 [6500 8463]
 [3343 4250]
 [3750 8453]
 [4393 7250]
 [3000 6326]
 [5332 3250]
 [3250 4294]
 [2396 6750]
 [7750 6387]
 [6275 5250]
 [7000 2109]
 [5893 1500]
 [4750 1963]
 [2546 6250]
 [1750 6361]
 [7875 2000]
 [5250 6482]
 [3639 8000]
 [6750 2563]
 [4805 2500]
 [1750 7736]
 [7453 3500]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 20, 25, 4, 3, 1, 26, 32, 23, 2, 5, 16, 8, 40, 6, 15, 34, 29, 37, 13, 24, 0]","{(1, 13): (0, 24), (1, 6): (2, 15), (1, 29): (3, 37), (1, 5): (4, 16), (1, 25): (5, 4), (1, 16): (7, 8), (1, 23): (10, 2), (1, 24): (11, 0), (1, 2): (12, 5), (1, 4): (14, 3), (0, 4): (15, 3), (0, 8): (20, 40), (1, 0): (21, 20), (0, 29): (23, 37), (1, 8): (24, 40), (0, 32): (26, 23), (0, 0): (28, 20), (0, 24): (31, 0), (1, 3): (29, 1), (1, 32): (32, 23)}",2082,5,94
14499665,"[[5000 5000]
 [2750 4328]
 [2696 6500]
 [6000 5997]
 [2315 4500]
 [5000 6585]
 [3983 2750]
 [8000 6094]
 [7765 5500]
 [4750 6697]
 [5059 1750]
 [3750 1714]
 [2453 7500]
 [4000 6642]
 [5007 6500]
 [7500 7870]
 [2220 2500]
 [2000 7804]
 [5063 7500]
 [7250 8414]
 [2383 3500]
 [7250 2703]
 [2628 2250]
 [7000 8339]
 [4312 6750]
 [5750 4707]
 [7566 1500]
 [3000 7818]
 [2461 5500]
 [2250 5154]
 [6987 2500]
 [6250 2929]
 [2505 4500]
 [2250 6989]
 [6631 5750]
 [5500 7765]
 [3391 3250]
 [2000 6164]
 [7476 1750]
 [5250 6413]
 [6117 5750]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 14, 5, 9, 24, 13, 2, 33, 4, 32, 1, 20, 36, 45, 6, 31, 30, 21, 34, 40, 3, 0]","{(1, 3): (0, 0), (1, 6): (1, 31), (1, 31): (3, 30), (1, 20): (4, 36), (0, 33): (5, 4), (1, 21): (8, 34), (1, 33): (9, 4), (1, 1): (10, 20), (1, 2): (11, 33), (1, 45): (15, 6), (1, 13): (16, 2), (0, 21): (18, 34), (1, 0): (20, 14), (0, 1): (21, 20), (1, 34): (28, 40), (0, 13): (32, 2), (1, 14): (12, 5), (1, 30): (19, 21), (1, 32): (22, 1), (1, 36): (30, 45), (0, 30): (31, 21)}",2914,1,82
16850502,"[[5000 5000]
 [4750 7009]
 [5303 2750]
 [3000 3554]
 [4322 6500]
 [3250 5419]
 [3813 3000]
 [8250 4174]
 [2758 2750]
 [3000 3779]
 [5846 1500]
 [3250 8047]
 [7714 8000]
 [2000 5299]
 [4233 3750]
 [7500 7500]
 [4634 3250]
 [5250 6834]
 [2310 3000]
 [2250 6425]
 [2620 7500]
 [2250 3970]
 [6604 3500]
 [1500 5842]
 [2312 7250]
 [7250 2191]
 [7772 2000]
 [1750 5250]
 [7370 5750]
 [7000 1604]
 [8043 2500]
 [1750 4908]
 [3001 1750]
 [8250 8116]
 [6053 2250]
 [1750 6662]
 [4911 2750]
 [7500 6449]
 [4964 6500]
 [7250 5090]
 [2649 7500]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 38, 4, 1, 40, 20, 24, 19, 35, 27, 13, 5, 9, 3, 6, 36, 2, 34, 25, 26, 28, 0]","{(1, 6): (0, 36), (1, 35): (1, 27), (1, 2): (3, 34), (1, 4): (4, 1), (1, 0): (5, 38), (0, 13): (7, 5), (1, 1): (8, 40), (0, 2): (9, 34), (1, 38): (10, 4), (1, 3): (11, 6), (0, 5): (14, 9), (1, 25): (15, 26), (1, 19): (16, 35), (0, 26): (22, 28), (0, 25): (23, 26), (1, 13): (24, 5), (1, 5): (25, 9), (1, 28): (26, 0), (0, 28): (30, 0), (1, 26): (32, 28)}",2287,3,160
17181969,"[[5000 5000]
 [4000 4706]
 [6962 6750]
 [2250 5951]
 [2162 3500]
 [7750 2354]
 [3327 4500]
 [7750 4114]
 [2525 3250]
 [6750 8091]
 [6167 4500]
 [5000 3010]
 [2630 3000]
 [4500 6817]
 [3731 6000]
 [7500 5601]
 [3849 7500]
 [3500 4244]
 [3842 3500]
 [6250 6869]
 [1820 1500]
 [2000 5661]
 [5357 4250]
 [2500 5287]
 [2914 8250]
 [6500 5919]
 [7181 4750]
 [1500 2090]
 [6316 1750]
 [1500 8339]
 [7598 6500]
 [3500 3250]
 [3770 3000]
 [2750 4670]
 [7861 4750]
 [2500 6530]
 [7799 2500]
 [4750 6234]
 [2979 5500]
 [1500 5057]
 [8440 5000]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 22, 10, 25, 2, 30, 15, 7, 36, 5, 11, 31, 17, 6, 33, 23, 38, 21, 3, 4, 1, 0]","{(1, 22): (1, 10), (1, 1): (2, 0), (1, 0): (5, 22), (1, 38): (6, 21), (0, 3): (7, 4), (1, 10): (9, 25), (0, 17): (11, 6), (1, 25): (12, 2), (1, 11): (13, 31), (1, 23): (17, 38), (0, 5): (19, 11), (1, 31): (20, 17), (1, 7): (21, 36), (1, 3): (22, 4), (1, 17): (25, 6), (0, 25): (27, 2), (1, 4): (28, 1), (1, 15): (30, 7), (0, 38): (32, 21), (1, 5): (33, 11)}",2465,10,80
17395188,"[[5000 5000]
 [3250 4379]
 [4261 3750]
 [7250 4350]
 [4425 6000]
 [3500 2795]
 [6354 5750]
 [5000 4362]
 [3017 6000]
 [8000 3727]
 [7192 7500]
 [4750 4235]
 [6188 7000]
 [7750 5227]
 [4228 8000]
 [6500 5375]
 [8421 5250]
 [4500 4950]
 [8312 6500]
 [5750 4849]
 [5172 2500]
 [1750 3393]
 [3839 5250]
 [3500 5313]
 [6349 7500]
 [1500 6820]
 [2800 5250]
 [4000 2188]
 [2347 5750]
 [3000 5455]
 [2290 8250]
 [7500 7178]
 [4281 5250]
 [1750 7316]
 [4027 7250]
 [1750 3122]
 [3156 3000]
 [5250 6621]
 [2262 5500]
 [2250 2508]
 [1763 6750]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 17, 32, 22, 29, 8, 4, 37, 12, 6, 15, 3, 7, 11, 2, 74, 5, 47, 59, 43, 1, 0]","{(1, 12): (2, 6), (1, 15): (3, 3), (0, 3): (6, 7), (1, 37): (7, 12), (0, 15): (9, 3), (1, 3): (11, 7), (1, 6): (12, 15), (0, 1): (13, 0), (1, 43): (14, 1), (1, 0): (16, 17), (1, 11): (17, 2), (1, 1): (18, 0), (1, 8): (19, 4), (1, 59): (20, 43), (1, 4): (21, 37), (1, 22): (27, 29), (1, 47): (29, 59), (1, 29): (23, 8), (0, 12): (24, 6), (1, 32): (26, 22), (0, 43): (28, 1), (1, 2): (31, 74), (0, 47): (32, 59), (1, 7): (33, 11)}",0,0,0
18464482,"[[5000 5000]
 [6250 7868]
 [2998 5250]
 [4000 5381]
 [3149 5750]
 [6000 6341]
 [4139 5250]
 [3000 2374]
 [4789 3500]
 [3250 3004]
 [3920 4750]
 [4250 1572]
 [8082 6500]
 [4250 2844]
 [5846 4000]
 [2750 7107]
 [6391 4500]
 [4250 1849]
 [8173 7750]
 [8250 8333]
 [7812 1750]
 [4250 3750]
 [5231 5750]
 [7500 5455]
 [2356 6000]
 [3000 2161]
 [5806 6500]
 [3500 2933]
 [6590 6500]
 [3250 3859]
 [2858 2250]
 [5000 4276]
 [7685 7750]
 [5500 3447]
 [6619 4500]
 [2250 7392]
 [8086 4750]
 [1500 1817]
 [3048 1500]
 [1500 4416]
 [4210 5500]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 22, 26, 5, 1, 16, 14, 33, 8, 21, 13, 78, 9, 7, 30, 76, 2, 4, 3, 6, 10, 0]","{(1, 13): (4, 78), (1, 22): (5, 26), (1, 4): (8, 3), (1, 8): (10, 21), (1, 5): (11, 1), (1, 1): (12, 16), (0, 22): (16, 26), (1, 2): (17, 4), (1, 9): (18, 7), (0, 78): (20, 9), (0, 5): (21, 1), (1, 78): (22, 9), (1, 0): (24, 22), (0, 1): (25, 16), (1, 21): (27, 13), (1, 76): (28, 2), (1, 30): (30, 76), (1, 10): (31, 0), (0, 76): (32, 2), (1, 16): (13, 14), (1, 33): (29, 8), (1, 3): (33, 6)}",2443,2,166
18525533,"[[5000 5000]
 [2500 7226]
 [6626 6000]
 [7750 3046]
 [4997 6000]
 [6500 5738]
 [6338 5250]
 [6250 5307]
 [8428 6500]
 [2500 7031]
 [8058 3000]
 [3000 7174]
 [5268 7750]
 [2000 4675]
 [4984 8000]
 [6500 4862]
 [2082 3000]
 [2250 7702]
 [7554 4250]
 [5750 6998]
 [1657 4250]
 [2250 6386]
 [8212 5750]
 [7000 7648]
 [6955 1750]
 [4500 4481]
 [6273 4750]
 [2750 5175]
 [6434 6500]
 [5000 6009]
 [5466 6750]
 [8000 3135]
 [7317 3500]
 [3750 6444]
 [5207 4000]
 [7000 8239]
 [6144 7000]
 [5000 4789]
 [7733 4750]
 [2500 6688]
 [6811 3000]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 4, 29, 2, 5, 6, 7, 26, 18, 31, 10, 3, 40, 34, 37, 27, 39, 9, 1, 11, 33, 0]","{(1, 26): (1, 18), (0, 29): (5, 2), (1, 29): (6, 2), (0, 11): (7, 33), (0, 5): (8, 6), (1, 27): (9, 39), (1, 0): (10, 4), (1, 34): (12, 37), (1, 37): (13, 27), (0, 33): (14, 0), (1, 7): (15, 26), (1, 11): (16, 33), (0, 40): (17, 34), (1, 18): (18, 31), (1, 5): (21, 6), (0, 37): (23, 27), (1, 31): (25, 10), (1, 33): (28, 0), (1, 40): (29, 34), (1, 3): (31, 40)}",2060,15,90
18930197,"[[5000 5000]
 [6250 3436]
 [6010 5750]
 [2750 7597]
 [2037 6000]
 [5500 6231]
 [2821 2750]
 [4000 8302]
 [8368 2750]
 [4750 4963]
 [5665 1500]
 [3750 4296]
 [5714 5000]
 [1500 6998]
 [4889 5500]
 [2250 3973]
 [6035 2000]
 [7250 7185]
 [5800 5000]
 [3000 1714]
 [3712 4000]
 [4750 2195]
 [7797 3250]
 [6250 6747]
 [5235 7250]
 [7000 4864]
 [3064 5750]
 [8000 7011]
 [8062 5750]
 [7250 3313]
 [4346 8000]
 [3500 5219]
 [1908 7750]
 [3750 8380]
 [2103 4500]
 [2750 3910]
 [1590 6750]
 [6500 2267]
 [3170 6750]
 [4250 6001]
 [7733 3250]]",Num of UAV_0: 1 Num of UAV_1: 1,40,20,"[0, 1, 16, 21, 19, 6, 35, 59, 34, 4, 36, 13, 3, 33, 7, 30, 24, 5, 2, 18, 12, 0]","{(1, 16): (1, 21), (1, 5): (2, 2), (1, 19): (3, 6), (1, 6): (4, 35), (1, 2): (7, 18), (0, 59): (8, 34), (1, 30): (10, 24), (0, 19): (13, 6), (0, 0): (15, 1), (1, 3): (16, 33), (0, 1): (18, 16), (0, 30): (19, 24), (1, 24): (20, 5), (1, 1): (21, 16), (1, 21): (22, 19), (0, 34): (24, 4), (1, 4): (25, 36), (0, 21): (30, 19), (1, 34): (31, 4), (1, 13): (32, 3), (1, 0): (33, 1)}",3301,9,152
1098222,"[[5000 5000]
 [5000 4391]
 [6203 7000]
 [4500 7300]
 [7062 7000]
 [3250 5409]
 [3098 7000]
 [2250 7769]
 [2962 7000]
 [2250 4264]
 [3406 8250]
 [2250 1969]
 [3900 4500]
 [6750 2741]
 [7032 4500]
 [8000 3141]
 [2934 1750]
 [8250 7982]
 [2698 5500]
 [5250 5744]
 [5467 2750]
 [3500 6956]
 [3615 2250]
 [4750 7028]
 [6546 3250]
 [2000 4884]
 [4650 3250]
 [3000 4230]
 [2719 4250]
 [5500 4071]
 [6337 4500]
 [6000 7281]
 [3938 4250]
 [4500 3825]
 [8313 5750]
 [3500 2581]
 [5768 8000]
 [6750 1985]
 [7073 4500]
 [1500 3713]
 [2562 5250]]",Num of UAV_0: 1 Num of UAV_1: 1,40,30,"[0, 1, 29, 30, 14, 38, 4, 2, 23, 3, 21, 6, 8, 18, 40, 5, 27, 28, 54, 32, 12, 0]","{(1, 2): (0, 23), (1, 28): (2, 54), (1, 3): (3, 21), (1, 12): (4, 0), (1, 29): (6, 30), (1, 38): (8, 4), (1, 54): (9, 32), (1, 0): (12, 1), (1, 8): (15, 18), (0, 8): (18, 18), (1, 5): (19, 27), (0, 3): (24, 21), (1, 32): (26, 12), (0, 2): (29, 23), (0, 54): (32, 32), (1, 30): (10, 14), (0, 12): (13, 0), (0, 29): (17, 30), (1, 1): (27, 29), (1, 40): (28, 5), (1, 14): (30, 38)}",2174,7,62
3234108,"[[5000 5000]
 [7250 2957]
 [4945 4250]
 [4500 2980]
 [5562 5750]
 [5500 3016]
 [6007 4250]
 [5500 8083]
 [7210 4500]
 [5500 5361]
 [3843 6500]
 [7000 7530]
 [4233 4250]
 [2750 4144]
 [6100 3750]
 [7500 3265]
 [7691 4750]
 [2000 5652]
 [2202 4750]
 [3750 5516]
 [4174 5000]
 [2000 1996]
 [7087 1750]
 [2000 6727]
 [8367 2250]
 [4500 4431]
 [3275 6750]
 [7250 5264]
 [6370 4000]
 [5750 2349]
 [5479 7500]
 [3250 4976]
 [4351 3750]
 [7000 4972]
 [7158 4000]
 [7250 4709]
 [5585 1750]
 [6750 7501]
 [3227 8250]
 [4500 3453]
 [1905 6500]]",Num of UAV_0: 1 Num of UAV_1: 1,40,30,"[0, 2, 6, 28, 34, 1, 22, 36, 5, 3, 39, 32, 13, 18, 17, 40, 23, 26, 10, 4, 9, 0]","{(0, 10): (0, 4), (1, 0): (1, 2), (1, 10): (4, 4), (1, 22): (5, 36), (0, 1): (7, 22), (1, 28): (8, 34), (1, 5): (9, 3), (1, 2): (12, 6), (1, 17): (13, 40), (1, 32): (14, 13), (1, 34): (17, 1), (0, 2): (18, 6), (1, 36): (20, 5), (1, 13): (22, 18), (1, 9): (23, 0), (0, 18): (24, 17), (0, 34): (26, 1), (1, 1): (28, 22), (1, 6): (30, 28), (1, 18): (31, 17)}",2047,7,60
4792065,"[[5000 5000]
 [3500 5952]
 [2765 3500]
 [5250 4847]
 [5049 3500]
 [5000 7767]
 [4066 7250]
 [4000 8236]
 [4791 5750]
 [6000 4596]
 [2560 6000]
 [6250 2170]
 [6245 3000]
 [5000 2048]
 [2560 5500]
 [6250 3319]
 [5217 8000]
 [3750 4489]
 [8326 6000]
 [7750 5525]
 [6794 5250]
 [5000 4605]
 [8214 7500]
 [6750 2222]
 [3746 8250]
 [4250 4087]
 [2180 6750]
 [3000 2428]
 [4948 2750]
 [5000 3653]
 [3122 3500]
 [7500 2949]
 [7455 7250]
 [3750 5295]
 [8098 2500]
 [2500 2883]
 [3615 8250]
 [2250 4653]
 [8425 1500]
 [3250 4810]
 [2576 6750]]",Num of UAV_0: 1 Num of UAV_1: 1,40,30,"[0, 3, 9, 15, 12, 11, 23, 13, 28, 4, 30, 2, 39, 33, 1, 10, 40, 6, 16, 5, 8, 0]","{(1, 40): (0, 6), (1, 1): (7, 10), (1, 28): (10, 4), (1, 5): (11, 8), (1, 9): (12, 15), (1, 3): (13, 9), (0, 3): (14, 9), (1, 6): (15, 16), (0, 5): (17, 8), (1, 39): (18, 33), (1, 2): (19, 39), (1, 4): (20, 30), (0, 2): (22, 39), (1, 12): (24, 11), (1, 23): (27, 13), (0, 6): (29, 16), (1, 8): (25, 0), (1, 13): (28, 28), (0, 40): (30, 6), (1, 11): (31, 23)}",2020,9,72
5541347,"[[5000 5000]
 [6500 6549]
 [3126 5500]
 [6000 6251]
 [7052 2750]
 [4500 3941]
 [6146 4500]
 [2750 4162]
 [1727 7000]
 [4500 4763]
 [6616 5500]
 [2750 5041]
 [6710 4250]
 [6500 4867]
 [7069 1500]
 [2500 7296]
 [1543 2000]
 [5250 6652]
 [2197 5500]
 [5750 2471]
 [5837 2500]
 [7750 8225]
 [2261 5500]
 [6750 6271]
 [1748 1750]
 [3000 4823]
 [1745 6000]
 [3000 7056]
 [2946 8250]
 [8000 3312]
 [6652 3750]
 [6500 2885]
 [3895 1750]
 [7250 8089]
 [5755 5000]
 [5750 6526]
 [5754 3000]
 [7750 3890]
 [4954 4000]
 [6500 4792]
 [5101 4250]]",Num of UAV_0: 1 Num of UAV_1: 1,40,30,"[0, 40, 5, 38, 36, 31, 4, 12, 6, 3, 1, 17, 27, 15, 8, 26, 18, 22, 2, 25, 9, 0]","{(1, 8): (0, 26), (1, 3): (3, 1), (1, 26): (4, 18), (1, 36): (6, 31), (1, 6): (7, 3), (1, 25): (9, 9), (1, 31): (12, 4), (0, 4): (13, 12), (1, 17): (14, 27), (1, 9): (16, 0), (0, 27): (21, 15), (1, 12): (22, 6), (0, 38): (23, 36), (1, 38): (25, 36), (0, 6): (27, 3), (1, 2): (28, 25), (1, 4): (30, 12), (1, 0): (32, 40), (1, 40): (17, 5), (1, 1): (26, 17)}",2018,11,44
